,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,head box_x1,head box_y1,head box_x2,head box_y2,Category
17965,039837768.jpg,894,710,874,657,866,617,832,622,832,679,-1,-1,849,620,844,460,-1,-1,-1,-1,915,567,909,513,885,452,803,468,790,535,781,593,805,380,854,444,winter activities
17966,031909534.jpg,-1,-1,-1,-1,582,555,671,557,-1,-1,-1,-1,627,556,659,291,-1,-1,-1,-1,485,115,460,206,553,259,764,322,828,371,791,470,618,103,720,245,winter activities
17967,088714200.jpg,475,473,475,383,489,279,537,283,544,387,545,465,513,281,521,161,-1,-1,-1,-1,504,240,456,223,471,158,571,164,581,225,564,248,497,59,543,125,winter activities
17968,088714200.jpg,736,514,761,420,790,336,843,347,838,442,834,565,-1,-1,850,218,-1,-1,-1,-1,758,275,777,274,797,211,903,224,893,301,824,330,820,107,878,190,winter activities
17969,088714200.jpg,962,655,950,541,922,412,991,423,1004,561,1015,699,957,418,984,235,-1,-1,-1,-1,893,323,884,314,913,240,1054,229,1047,336,964,335,953,122,1018,216,winter activities
17970,004924440.jpg,-1,-1,-1,-1,296,606,405,596,-1,-1,-1,-1,351,601,353,371,-1,-1,-1,-1,208,463,240,519,269,371,437,370,450,500,488,429,320,201,402,315,winter activities
17971,013638539.jpg,-1,-1,671,697,665,556,608,549,608,665,-1,-1,637,553,642,387,-1,-1,-1,-1,766,543,750,490,711,389,573,384,543,484,544,543,624,267,677,354,winter activities
17972,013638539.jpg,754,689,754,586,767,497,725,488,722,575,710,655,746,493,-1,-1,-1,-1,-1,-1,816,497,812,460,794,405,702,395,-1,-1,-1,-1,723,330,768,385,winter activities
17973,008240443.jpg,-1,-1,-1,-1,160,694,274,694,-1,-1,-1,-1,217,694,212,372,-1,-1,-1,-1,145,591,46,535,88,362,335,381,367,546,290,596,157,162,258,316,winter activities
17974,008240443.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,746,433,-1,-1,-1,-1,652,468,580,652,609,431,882,435,907,590,886,644,698,149,836,360,winter activities
17975,084310996.jpg,-1,-1,-1,-1,630,652,522,644,-1,-1,-1,-1,576,648,628,358,-1,-1,-1,-1,731,685,716,547,725,381,530,334,472,483,-1,-1,628,162,719,294,winter activities
17976,084310996.jpg,851,711,856,610,843,488,783,477,-1,-1,-1,-1,813,483,866,315,-1,-1,-1,-1,948,529,933,424,927,331,805,298,750,373,-1,-1,855,218,923,301,winter activities
17977,001060742.jpg,578,610,573,525,566,432,512,453,507,559,521,642,539,443,514,295,-1,-1,-1,-1,624,403,618,351,576,280,451,309,446,391,451,439,472,170,529,250,winter activities
17978,086165716.jpg,424,715,434,623,435,482,350,497,337,610,355,709,393,490,397,229,-1,-1,-1,-1,533,450,522,349,494,236,299,222,271,330,264,432,359,45,442,156,winter activities
17979,086165716.jpg,-1,-1,-1,-1,545,291,520,294,-1,-1,-1,-1,-1,-1,525,199,-1,-1,-1,-1,605,219,599,233,559,194,491,203,-1,-1,-1,-1,525,136,563,187,winter activities
17980,086165716.jpg,643,392,649,328,643,274,617,274,626,329,603,368,630,274,-1,-1,-1,-1,-1,-1,-1,-1,672,249,661,202,629,202,-1,-1,-1,-1,631,161,661,201,winter activities
17981,045126780.jpg,-1,-1,-1,-1,578,623,675,582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,872,388,774,487,628,344,725,297,-1,-1,-1,-1,680,110,794,284,winter activities
17982,045126780.jpg,216,458,229,368,134,328,126,328,124,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,174,315,121,301,110,240,176,232,-1,-1,222,298,140,145,184,217,winter activities
17983,045126780.jpg,779,379,852,369,814,314,809,315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,865,298,830,277,824,225,809,228,-1,-1,845,290,828,170,866,227,winter activities
17984,000402528.jpg,-1,-1,-1,-1,444,594,586,588,-1,-1,-1,-1,515,591,523,259,-1,-1,-1,-1,233,262,278,334,396,247,650,270,743,365,789,280,482,38,598,188,winter activities
17985,040164518.jpg,-1,-1,-1,-1,628,626,718,628,-1,-1,-1,-1,673,627,697,383,-1,-1,-1,-1,403,308,504,370,609,380,784,386,889,364,999,304,642,220,732,347,winter activities
17986,018680084.jpg,-1,-1,-1,-1,833,362,767,365,793,521,807,652,800,364,-1,-1,-1,-1,-1,-1,892,344,-1,-1,862,185,714,195,701,290,698,368,702,98,765,183,winter activities
17987,062440049.jpg,-1,-1,972,625,995,512,924,504,864,573,873,703,960,508,984,288,-1,-1,-1,-1,1072,421,1090,371,1056,279,911,297,873,389,831,463,903,157,991,269,winter activities
17988,062440049.jpg,700,565,693,494,703,428,674,434,650,505,656,568,689,431,676,354,-1,-1,-1,-1,740,413,731,393,706,351,645,356,623,405,-1,-1,655,291,691,340,winter activities
17989,067935879.jpg,-1,-1,496,476,476,419,520,419,543,476,578,551,498,419,486,349,-1,-1,-1,-1,371,294,406,325,448,349,524,349,555,328,576,309,463,291,504,339,winter activities
17990,088888794.jpg,1078,572,1027,413,905,304,936,304,908,469,896,593,-1,-1,-1,-1,-1,-1,-1,-1,944,298,899,242,892,116,965,126,-1,-1,-1,-1,920,1,999,90,winter activities
17991,032219345.jpg,331,520,407,411,260,320,286,324,298,475,291,590,-1,-1,-1,-1,-1,-1,-1,-1,344,327,265,270,263,152,280,184,-1,-1,-1,-1,268,54,330,132,winter activities
17992,001340481.jpg,444,610,451,510,462,408,422,411,417,495,419,573,442,410,-1,-1,-1,-1,-1,-1,534,345,506,331,471,279,403,278,366,330,333,385,431,203,480,265,winter activities
17993,084339165.jpg,581,578,523,538,495,448,447,456,440,554,-1,-1,471,452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,483,338,403,347,387,402,371,452,393,268,443,334,winter activities
17994,084339165.jpg,286,580,282,503,283,407,235,405,232,503,227,610,259,406,257,299,-1,-1,-1,-1,333,368,319,355,293,299,221,299,189,381,182,352,233,233,283,298,winter activities
17995,094182127.jpg,1002,521,994,443,987,372,952,378,958,431,960,493,970,375,964,275,-1,-1,-1,-1,1023,324,1015,304,993,274,935,275,916,321,916,375,952,229,999,288,winter activities
17996,065555820.jpg,963,603,973,522,963,426,895,439,911,528,916,603,929,433,940,280,-1,-1,-1,-1,1037,417,1016,358,986,282,894,277,858,358,-1,-1,919,217,988,295,winter activities
17997,023143663.jpg,989,562,956,468,919,337,850,352,874,503,930,625,885,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,884,158,780,156,727,245,-1,-1,786,63,875,164,winter activities
17998,025174446.jpg,1165,778,-1,-1,1108,518,1112,525,1081,703,1105,840,-1,-1,-1,-1,-1,-1,-1,-1,980,319,1040,304,1083,278,1132,261,1182,362,1127,448,1014,138,1112,256,winter activities
18046,088295246.jpg,-1,-1,101,475,120,320,88,308,199,362,231,468,-1,-1,-1,-1,-1,-1,-1,-1,313,259,254,268,212,207,120,135,-1,-1,229,160,146,67,233,168,conditioning exercise
18047,088295246.jpg,269,326,349,248,247,189,253,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,483,250,414,244,395,169,396,170,-1,-1,465,239,417,147,472,219,conditioning exercise
18048,030737272.jpg,264,325,350,257,253,194,253,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,485,246,416,244,394,171,394,171,-1,-1,-1,-1,414,153,469,221,conditioning exercise
18049,030737272.jpg,-1,-1,-1,-1,81,340,125,329,223,369,244,469,-1,-1,-1,-1,-1,-1,-1,-1,83,412,44,310,61,189,124,139,200,151,273,161,90,56,180,167,conditioning exercise
18050,069199252.jpg,261,327,349,261,251,198,258,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,482,245,418,244,392,172,389,170,-1,-1,-1,-1,413,155,470,220,conditioning exercise
18051,069199252.jpg,-1,-1,85,468,91,327,141,314,238,373,239,472,-1,-1,-1,-1,-1,-1,-1,-1,65,412,38,302,80,191,173,149,248,170,317,193,131,73,217,176,conditioning exercise
18052,075294860.jpg,275,331,351,247,250,189,249,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,486,245,418,244,392,169,389,168,-1,-1,-1,-1,412,147,469,215,conditioning exercise
18053,075294860.jpg,-1,-1,-1,-1,53,337,103,304,201,323,141,445,-1,-1,-1,-1,-1,-1,-1,-1,27,419,-1,-1,12,160,59,139,-1,-1,181,194,44,37,136,154,conditioning exercise
18054,015148211.jpg,302,375,343,267,248,191,250,190,-1,-1,252,348,-1,-1,-1,-1,-1,-1,-1,-1,486,246,420,244,393,172,392,174,-1,-1,472,237,416,124,469,199,conditioning exercise
18055,015148211.jpg,-1,-1,-1,-1,66,357,109,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,420,8,298,25,165,69,136,-1,-1,153,235,47,22,141,140,conditioning exercise
18056,040058936.jpg,301,395,323,284,244,197,254,188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,460,244,397,246,387,166,385,162,-1,-1,-1,-1,412,135,467,214,conditioning exercise
18057,040058936.jpg,-1,-1,-1,-1,112,339,153,331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211,299,97,291,85,160,134,152,-1,-1,227,162,113,33,206,147,conditioning exercise
18058,048281749.jpg,252,377,291,284,229,188,252,186,340,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,434,212,386,165,344,96,347,104,-1,-1,-1,-1,372,48,420,116,conditioning exercise
18059,048281749.jpg,-1,-1,418,425,477,322,517,325,543,468,-1,-1,497,324,-1,-1,-1,-1,-1,-1,446,319,-1,-1,482,152,587,144,593,259,564,348,473,38,542,128,conditioning exercise
18060,035568739.jpg,306,374,315,267,231,192,243,190,322,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,382,162,346,96,347,101,-1,-1,-1,-1,369,42,419,111,conditioning exercise
18061,035568739.jpg,-1,-1,430,432,494,309,539,312,543,447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,457,233,-1,-1,502,144,596,142,611,249,515,273,481,42,549,126,conditioning exercise
18062,032211260.jpg,296,319,340,221,228,183,239,182,292,278,265,364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,382,166,343,96,346,103,-1,-1,-1,-1,369,59,419,125,conditioning exercise
18063,032211260.jpg,-1,-1,425,429,483,311,534,314,540,443,-1,-1,509,313,-1,-1,-1,-1,-1,-1,423,218,-1,-1,495,144,591,143,609,247,509,269,483,39,551,122,conditioning exercise
18064,068641989.jpg,-1,-1,424,425,488,310,526,310,541,451,-1,-1,507,310,-1,-1,-1,-1,-1,-1,416,215,-1,-1,492,143,594,146,609,248,517,267,483,32,554,122,conditioning exercise
18065,068641989.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,371,52,419,120,conditioning exercise
18066,021586640.jpg,250,374,294,282,232,189,249,184,338,220,307,306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,384,169,344,96,345,101,-1,-1,-1,-1,370,48,415,118,conditioning exercise
18067,021586640.jpg,-1,-1,438,430,491,296,530,308,533,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,440,207,-1,-1,522,141,571,147,581,262,483,270,478,37,552,136,conditioning exercise
18068,070939075.jpg,-1,-1,130,476,120,322,177,324,-1,-1,-1,-1,149,323,-1,-1,-1,-1,-1,-1,245,271,139,255,115,156,153,163,-1,-1,-1,-1,140,60,210,150,conditioning exercise
18069,070939075.jpg,325,324,385,237,280,197,285,196,-1,-1,297,374,-1,-1,-1,-1,-1,-1,-1,-1,453,255,413,194,392,121,392,123,-1,-1,-1,-1,423,81,478,150,conditioning exercise
18070,093504420.jpg,277,381,289,271,264,155,276,157,357,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,445,223,399,172,375,91,375,92,-1,-1,-1,-1,398,38,448,110,conditioning exercise
18071,093504420.jpg,-1,-1,63,472,57,348,75,340,-1,-1,-1,-1,-1,-1,53,152,-1,-1,-1,-1,77,232,-1,-1,15,153,90,150,132,194,197,181,50,40,114,135,conditioning exercise
18072,056519752.jpg,-1,-1,154,456,120,321,157,310,-1,-1,-1,-1,139,316,-1,-1,-1,-1,-1,-1,145,216,52,243,82,142,160,152,-1,-1,-1,-1,109,40,175,124,conditioning exercise
18073,056519752.jpg,295,378,319,269,274,160,286,161,380,215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,470,220,418,170,388,99,388,98,-1,-1,-1,-1,407,35,458,112,conditioning exercise
18074,061143424.jpg,145,450,154,336,132,244,151,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,212,137,172,135,83,152,78,-1,-1,208,128,154,0,218,81,conditioning exercise
18075,061143424.jpg,295,381,312,271,278,160,291,161,378,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,467,222,413,173,386,98,385,97,-1,-1,-1,-1,406,37,458,113,conditioning exercise
18076,006893270.jpg,139,460,138,353,132,242,149,237,-1,-1,149,438,-1,-1,-1,-1,-1,-1,-1,-1,266,146,199,153,139,81,129,92,-1,-1,202,169,127,0,189,76,conditioning exercise
18077,006893270.jpg,291,383,312,275,274,160,291,162,375,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,482,211,420,217,404,139,403,139,-1,-1,466,203,425,103,476,176,conditioning exercise
18078,086447690.jpg,-1,-1,157,472,115,354,137,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,366,66,273,82,160,128,172,-1,-1,192,240,119,61,188,158,conditioning exercise
18079,086447690.jpg,262,348,349,275,275,182,284,182,357,258,323,350,-1,-1,-1,-1,-1,-1,-1,-1,480,228,421,234,400,156,399,152,-1,-1,-1,-1,422,110,471,181,conditioning exercise
18080,028544779.jpg,-1,-1,101,451,84,343,33,374,-1,-1,-1,-1,59,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,165,63,172,-1,-1,-1,-1,37,56,112,161,conditioning exercise
18081,028544779.jpg,261,340,353,274,273,182,278,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,481,227,422,234,399,154,398,153,-1,-1,-1,-1,423,109,474,182,conditioning exercise
18082,061505117.jpg,-1,-1,88,473,84,351,129,329,142,444,-1,-1,107,340,-1,-1,-1,-1,-1,-1,63,371,33,273,50,165,108,171,-1,-1,166,313,95,64,159,163,conditioning exercise
18083,061505117.jpg,331,350,372,247,272,181,276,182,-1,-1,265,343,-1,-1,-1,-1,-1,-1,-1,-1,485,227,426,232,400,153,399,153,-1,-1,-1,-1,421,112,472,184,conditioning exercise
18084,059715070.jpg,906,892,918,710,926,500,1001,510,991,687,971,855,964,505,-1,-1,-1,-1,-1,-1,1041,438,918,413,896,278,998,283,-1,-1,1111,415,938,99,1040,232,walking
18085,059715070.jpg,1318,821,1292,667,1277,477,1352,482,1330,662,1340,850,1315,480,1343,234,-1,-1,-1,-1,1239,439,1249,367,1268,251,1417,217,1453,331,1446,456,1263,88,1362,212,walking
18086,045754541.jpg,-1,-1,690,665,672,538,742,542,720,640,708,753,707,540,713,371,-1,-1,-1,-1,-1,-1,611,429,645,366,781,375,810,454,822,547,679,242,756,338,walking
18087,045754541.jpg,1044,774,1046,653,1055,516,1124,523,1137,653,1139,774,1090,520,1089,343,-1,-1,-1,-1,1009,497,1016,425,1020,347,1158,339,1169,427,1150,445,1051,221,1120,314,walking
18088,045754541.jpg,-1,-1,1570,526,1670,592,1654,606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1750,449,1689,449,-1,-1,1614,533,1682,342,1751,430,walking
18089,034076349.jpg,733,463,745,413,750,349,779,356,779,413,767,478,765,353,765,274,-1,-1,-1,-1,728,348,724,309,737,271,792,277,800,315,808,354,756,230,787,269,walking
18090,034076349.jpg,910,464,928,415,919,350,949,354,950,420,940,480,934,352,938,272,-1,-1,-1,-1,898,341,896,314,906,269,969,274,975,313,981,346,926,217,961,261,walking
18091,046781430.jpg,717,925,717,802,720,674,782,684,787,812,782,951,751,679,751,518,-1,-1,-1,-1,662,677,662,602,681,513,821,523,840,600,849,662,723,398,795,486,walking
18092,046781430.jpg,1097,937,1085,809,1076,670,1150,670,1150,802,1150,939,1113,670,1117,486,-1,-1,-1,-1,1030,595,1020,566,1045,484,1189,487,1203,566,1201,629,1086,357,1149,452,walking
18093,031141575.jpg,488,885,437,727,389,572,461,581,-1,-1,412,869,425,577,423,397,-1,-1,-1,-1,338,565,312,491,358,393,488,400,493,495,551,512,402,267,477,363,walking
18094,031141575.jpg,756,867,751,706,749,566,807,573,821,706,838,879,778,570,794,405,-1,-1,-1,-1,672,533,732,494,744,405,843,405,838,494,778,521,732,257,820,360,walking
18095,043812235.jpg,340,917,386,727,393,513,482,525,453,735,400,922,438,519,435,274,-1,-1,-1,-1,328,501,297,400,347,266,523,282,525,417,602,453,420,99,520,237,walking
18096,043812235.jpg,853,920,842,718,832,511,916,511,937,729,942,930,874,511,-1,-1,-1,-1,-1,-1,764,409,803,415,832,281,950,281,942,420,811,396,808,90,915,243,walking
18097,035891299.jpg,335,903,395,699,386,513,480,523,460,725,410,898,433,518,415,266,-1,-1,-1,-1,383,436,316,417,321,285,509,246,530,374,542,458,369,92,470,224,walking
18098,035891299.jpg,984,929,978,709,1074,527,1163,538,1093,715,1093,962,1119,533,1009,316,-1,-1,-1,-1,784,341,840,358,941,319,1076,313,1110,358,981,344,927,150,1042,295,walking
18099,056620482.jpg,1157,785,1149,712,1147,637,1185,641,1187,712,1183,770,1166,639,1167,547,-1,-1,-1,-1,1125,622,1125,589,1132,549,1202,544,1217,583,1217,617,1150,481,1190,536,walking
18100,056620482.jpg,1462,775,1456,720,1450,647,1484,642,1485,705,1482,771,1467,645,1471,550,-1,-1,-1,-1,1422,597,1421,587,1436,546,1506,553,1519,602,1525,647,1450,479,1488,529,walking
18101,056620482.jpg,1576,769,1578,688,1576,621,1612,625,1619,684,1612,762,1594,623,1599,530,-1,-1,-1,-1,1538,618,1543,574,1563,529,1634,531,1653,576,1650,596,1565,467,1606,520,walking
18102,056620482.jpg,1340,774,1334,692,1330,619,1364,619,1366,694,1364,784,1347,619,1351,529,-1,-1,-1,-1,1310,612,1302,580,1317,529,1385,529,1398,578,1383,602,1333,463,1373,518,walking
18103,023792416.jpg,925,953,893,789,949,624,1014,658,1019,809,1056,985,982,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,959,389,1009,416,1001,547,890,604,870,242,971,383,walking
18104,023792416.jpg,1171,1073,1129,928,1228,743,1285,769,1285,954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1155,676,-1,-1,1199,450,1290,497,1264,660,1145,725,1154,262,1273,420,walking
18105,023792416.jpg,-1,-1,-1,-1,1371,933,1455,980,-1,-1,-1,-1,1413,957,-1,-1,-1,-1,-1,-1,1227,794,1340,715,1382,564,1568,640,-1,-1,-1,-1,1358,337,1508,536,walking
18106,023792416.jpg,-1,-1,-1,-1,1659,602,1589,604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1683,450,1569,446,1542,528,-1,-1,1621,356,1681,436,walking
18107,098865655.jpg,553,803,550,640,557,460,658,465,663,629,665,809,608,463,616,213,-1,-1,-1,-1,532,341,503,334,526,204,706,222,713,343,715,445,574,52,670,171,walking
18108,098865655.jpg,982,803,987,638,967,486,1051,492,1053,651,1015,739,1009,489,1031,255,-1,-1,-1,-1,923,459,918,371,951,250,1110,259,1108,364,1110,444,1011,94,1089,205,walking
18109,098865655.jpg,1245,769,1263,612,1258,453,1339,467,1328,636,1302,797,1299,460,1308,249,-1,-1,-1,-1,1196,439,1191,354,1226,243,1390,255,1420,352,1429,391,1279,93,1365,210,walking
18110,098865655.jpg,121,812,121,624,131,429,232,448,227,631,208,807,182,439,201,178,-1,-1,-1,-1,35,388,30,278,97,174,304,181,371,292,343,321,180,1,285,137,walking
18111,050086995.jpg,240,474,228,405,206,300,242,298,244,395,257,474,224,299,-1,-1,-1,-1,-1,-1,172,245,-1,-1,197,191,251,188,257,262,206,243,179,107,231,177,walking
18112,050086995.jpg,-1,-1,408,474,406,314,476,317,483,474,-1,-1,441,316,442,146,-1,-1,-1,-1,345,330,370,246,383,147,500,145,540,247,509,340,375,22,441,122,walking
18113,019416208.jpg,227,475,215,421,198,323,235,326,237,416,249,475,217,325,220,201,-1,-1,-1,-1,132,314,172,266,194,201,246,201,248,281,236,346,186,113,235,178,walking
18114,019416208.jpg,-1,-1,419,477,424,331,484,348,-1,-1,-1,-1,454,340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,428,150,501,130,436,87,369,54,386,23,461,128,walking
18115,047706675.jpg,-1,-1,409,454,424,289,472,289,498,464,-1,-1,448,289,446,129,-1,-1,-1,-1,286,177,340,178,390,135,501,122,548,178,569,263,393,19,457,111,walking
18116,047706675.jpg,-1,-1,207,428,198,323,233,324,233,434,-1,-1,216,324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209,231,244,215,199,202,152,165,193,129,244,202,walking
18117,086641513.jpg,-1,-1,419,408,436,284,486,291,496,431,-1,-1,461,288,457,158,-1,-1,-1,-1,-1,-1,-1,-1,413,160,501,156,541,196,513,235,414,68,470,157,walking
18118,086641513.jpg,166,374,158,312,149,243,170,242,173,312,183,381,160,243,157,164,-1,-1,-1,-1,75,151,103,165,140,162,174,165,136,182,85,170,134,104,170,156,walking
18119,002180679.jpg,417,399,434,283,452,188,502,190,492,304,504,404,477,189,450,116,-1,-1,-1,-1,438,244,399,212,411,123,488,109,565,157,569,227,409,57,464,139,walking
18120,002180679.jpg,143,327,130,262,155,189,183,190,160,263,164,333,169,190,145,122,-1,-1,-1,-1,97,183,126,168,125,131,164,113,178,141,148,182,120,66,154,116,walking
18121,067955412.jpg,-1,-1,270,468,261,312,317,313,308,469,-1,-1,289,313,278,156,-1,-1,-1,-1,235,278,212,246,219,160,337,151,378,242,420,266,245,27,309,127,walking
18122,054796780.jpg,294,399,293,317,285,215,328,216,316,314,316,400,307,216,297,111,-1,-1,-1,-1,253,238,258,173,261,112,333,110,341,173,352,229,276,26,316,87,walking
18123,016955799.jpg,-1,-1,290,405,238,317,277,312,242,383,216,460,258,315,245,209,-1,-1,-1,-1,197,343,204,282,214,216,275,202,298,261,335,316,226,120,273,184,walking
18124,081747644.jpg,351,324,331,251,303,173,261,176,262,270,250,375,282,175,278,64,-1,-1,-1,-1,316,205,314,135,314,65,242,62,247,123,-1,-1,259,0,305,55,walking
18125,036888462.jpg,307,460,320,376,335,292,375,293,384,374,417,410,355,293,354,208,-1,-1,-1,-1,300,295,325,257,328,205,380,211,388,268,364,314,334,134,371,192,walking
18126,036888462.jpg,-1,-1,-1,-1,459,317,514,323,459,457,-1,-1,487,320,489,164,-1,-1,-1,-1,346,270,403,223,447,165,531,163,529,250,466,284,428,57,491,153,walking
18127,029380203.jpg,-1,-1,414,473,437,340,497,342,526,476,-1,-1,467,341,477,172,-1,-1,-1,-1,-1,-1,-1,-1,420,171,534,173,578,232,589,316,429,54,496,146,walking
18128,029380203.jpg,259,419,200,395,208,299,244,297,229,405,226,475,226,298,233,191,-1,-1,-1,-1,106,230,157,224,205,189,260,193,238,248,200,259,209,110,256,175,walking
18129,082812519.jpg,975,621,978,575,980,531,1002,531,997,578,992,618,991,531,991,461,-1,-1,-1,-1,952,527,959,491,964,462,1017,459,1021,477,1027,500,976,407,1007,450,walking
18130,063852505.jpg,959,757,955,680,966,577,1011,582,1011,682,998,779,989,580,994,454,-1,-1,-1,-1,927,562,925,522,944,451,1043,457,1056,517,1060,577,975,355,1024,430,walking
18131,089825908.jpg,970,921,982,754,1008,564,1101,574,1096,752,1089,935,1055,569,1060,351,-1,-1,-1,-1,932,493,932,448,973,346,1146,355,1165,455,1168,498,1026,180,1110,290,walking
18132,062988370.jpg,964,937,983,754,1009,571,1098,581,1096,759,1084,939,1054,576,1058,350,-1,-1,-1,-1,932,497,935,463,971,347,1144,352,1173,453,1173,509,1019,181,1107,293,walking
18133,074081766.jpg,902,845,927,693,963,531,1063,549,1045,733,1005,863,1013,540,1032,314,-1,-1,-1,-1,826,446,884,384,947,308,1117,319,1131,406,1139,462,981,158,1068,263,walking
18134,083644590.jpg,950,910,940,715,962,561,1051,566,1077,718,1075,908,1007,564,1003,400,-1,-1,-1,-1,774,487,846,453,935,400,1070,400,1161,446,1243,489,964,294,1052,433,walking
18135,005473964.jpg,1354,915,-1,-1,1239,593,1342,598,1291,810,1204,1076,1291,596,1288,281,-1,-1,-1,-1,1058,486,1127,407,1176,279,1400,282,1469,445,1479,611,1202,45,1324,221,walking
18136,006950780.jpg,-1,-1,297,383,287,301,324,310,333,385,-1,-1,306,306,316,222,-1,-1,-1,-1,295,308,270,269,280,231,351,213,361,267,360,305,298,148,334,203,walking
18137,050857792.jpg,310,351,340,331,321,283,341,284,-1,-1,-1,-1,331,284,338,225,-1,-1,-1,-1,307,296,303,264,313,231,363,219,374,248,378,283,330,180,356,220,walking
18138,008245808.jpg,116,373,135,315,140,252,162,252,189,310,166,372,151,252,-1,-1,-1,-1,-1,-1,196,228,153,220,146,180,190,177,-1,-1,-1,-1,164,115,199,165,walking
18139,073594720.jpg,296,412,316,327,317,221,296,228,348,308,332,395,307,225,336,120,-1,-1,-1,-1,275,233,275,162,309,116,363,124,381,173,421,196,322,37,373,102,walking
18140,054650171.jpg,295,407,288,342,244,279,274,285,261,357,213,391,259,282,278,211,-1,-1,-1,-1,227,293,233,255,253,215,302,207,315,238,330,280,268,152,302,202,walking
18141,095357354.jpg,171,295,199,262,211,214,232,218,250,262,261,315,222,216,228,155,-1,-1,-1,-1,247,216,222,190,210,153,245,157,-1,-1,-1,-1,219,105,248,144,walking
18142,018313537.jpg,-1,-1,126,405,101,306,125,302,143,392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,278,78,253,76,189,131,198,-1,-1,159,269,93,111,131,168,walking
